Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut,operateur,Date,Statut,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2
Aspremont,Commune,210500088,05008,130359,0050125,eau potable,1,337,337,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Aspres-lès-Corps,Commune,210500096,05009,130361,0050001,eau potable,1,115,115,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Aspres-sur-Buëch,Commune,210500104,05010,130363,0050126,eau potable,1,845,845,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Avançon,Commune,210500112,05011,130366,0050101,eau potable,1,414,207,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
BARRET SUR MEOUGE,Commune,210500146,05014,130755,0050128,eau potable,1,232,232,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
BATIE-NEUVE,Commune,210500179,05017,130377,0050093,eau potable,1,2536,1268,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
BATIE-VIEILLE,Commune,210500187,05018,130378,0050118,eau potable,1,356,178,,,,,En attente de saisie,,,,,,,,,,,,,,,,
BEAUME,Commune,210500195,05019,130382,0050130,eau potable,1,157,157,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
BERSAC,Commune,210500211,05021,130387,0050131,eau potable,1,154,77,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Barcillonnette,Commune,210500138,05013,130371,0050127,eau potable,1,164,82,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bruis,Commune,210500245,05024,130394,0050058,eau potable,1,80,80,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bréziers,Commune,210500229,05022,130389,0050091,eau potable,1,204,204,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Buissard,Commune,210500252,05025,130397,0050008,eau potable,1,211,211,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
CHAPELLE-EN-VALGAUDEMAR,Commune,210500641,05064,130476,0050013,eau potable,1,102,102,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
COSTES,Commune,210500435,05043,130430,0050010,eau potable,1,181,181,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ceillac,Commune,210500260,05026,130399,0050095,eau potable,1,312,312,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cervières,Commune,210500278,05027,130400,0050009,eau potable,1,190,190,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chabestan,Commune,210500286,05028,130402,0050132,eau potable,1,145,72,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chabottes,Commune,210500294,05029,130405,0050014,eau potable,1,847,847,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Champcella,Commune,210500310,05031,130407,0050121,eau potable,1,180,180,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Champoléon,Commune,210500328,05032,130408,0050057,eau potable,1,147,147,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chanousse,Commune,210500336,05033,130411,0050060,eau potable,1,48,48,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,51",105,Sans anomalie apparente,1,100,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Chauffayer,Commune,210500393,05039,130422,0050011,eau potable,1,397,397,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chorges,Commune,210500401,05040,130425,0050082,eau potable,1,2867,2867,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Château-Ville-Vieille,Commune,210500385,05038,130421,0050012,eau potable,1,349,349,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Châteauneuf-d'Oze,Commune,210500351,05035,130415,0050134,eau potable,1,28,28,Régie,Régie à autonomie financière,,,Vérifié,"1,27",,,,70.3,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,0.7,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Châteauroux-les-Alpes,Commune,210500369,05036,130418,0050111,eau potable,1,1146,1146,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Communauté d'agglomération Gap-Tallard-Durance,Communauté d'agglomération,200067825,,219201,,eau potable : Réseau intercommunal,15,50712,25535,Délégation,Entreprise privée,,,En attente de vérification,,,,,,,,,,,,,,,,
Communauté de communes de Serre Ponçon-Val d'Avance,Communauté de communes,200067320,,219378,00500191,eau potable,8,5136,2497,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Crots,Commune,210500450,05045,130434,0050182,eau potable,1,1047,1047,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,6",60,Sans anomalie apparente,1,50.1,Sans anomalie apparente,1,16.7,Sans anomalie apparente,1,13.5,Sans anomalie apparente,1,0.35,Sans anomalie apparente,1
Crévoux,Commune,210500443,05044,130433,0050112,eau potable,1,137,137,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Dévoluy,Commune,200033694,05139,130638,0050164,eau potable : Ensemble du territoire en régie,1,1039,1039,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,57",101,Sans anomalie apparente,1,76.2,Sans anomalie apparente,1,13.5,Sans anomalie apparente,1,6.6,Sans anomalie apparente,1,0.29,Sans anomalie apparente,1
EPINE,Commune,210500484,05048,130440,0050137,eau potable,1,195,195,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Esparron,Commune,210500492,05049,130442,0050138,eau potable,1,41,20,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Eygliers,Commune,210500526,05052,130449,0050096,eau potable,1,776,388,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
FARE-EN-CHAMPSAUR,Commune,210500542,05054,130454,0050015,eau potable,1,465,465,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
FAURIE,Commune,210500559,05055,130458,0050140,eau potable,1,312,312,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
FREISSINOUSE,Commune,210500591,05059,130466,0050059,eau potable,1,787,393,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Forest-Saint-Julien,Commune,210500567,05056,130460,0050016,eau potable,1,313,313,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Fouillouse,Commune,210500575,05057,130463,0050072,eau potable : Foureyssasse,1,230,115,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Freissinières,Commune,210500583,05058,130465,0050098,eau potable,1,217,217,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Furmeyer,Commune,210500609,05060,130468,0050142,eau potable,1,146,146,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
GRAVE,Commune,210500633,05063,130475,0050179,eau potable,1,495,495,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Gap,Commune,210500617,05061,130472,0050054,eau potable,1,42079,21039,Délégation,Entreprise privée,,31/12/2024,En attente de saisie,,,,,,,,,,,,,,,,
Garde-Colombe,Commune,200054211,05053,130453,,eau potable (EYGUIANS),1,559,139,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Garde-Colombe,Commune,200054211,05053,130489,00500206,eau potable (LAGRAND),1,559,139,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Garde-Colombe,Commune,200054211,05053,130648,0050165,eau potable (SAINT-GENIS),1,559,139,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Guillestre,Commune,210500658,05065,130478,0050083,eau potable :,1,2410,2410,Délégation,Entreprise privée,,31/08/2018,En attente de saisie,,,,,,,,,,,,,,,,
HAUTE-BEAUME,Commune,210500666,05066,130481,0050143,eau potable,1,9,9,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Jarjayes,Commune,210500682,05068,130488,0050068,eau potable,1,420,140,Délégation,Entreprise privée,,31/08/2022,En cours de saisie,,,,,,,,,,,,,,,,
Laragne-Montéglin,Commune,210500708,05070,130492,0050145,eau potable,1,3583,3583,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,68",81,Sans anomalie apparente,1,46.2,Sans anomalie apparente,1,14.8,Sans anomalie apparente,1,14.3,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1
Lardier-et-Valença,Commune,210500716,05071,130493,0050070,eau potable,1,330,165,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Laye,Commune,210500724,05072,130497,0050022,eau potable,1,249,249,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lazer,Commune,210500732,05073,130498,0050146,eau potable,1,368,368,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Le Glaizil,Commune,210500625,05062,130474,0050017,eau potable,1,178,178,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Lettret,Commune,210500740,05074,202858,0050074,eau potable : Territoire n°2,1,179,89,Régie,Régie à autonomie financière,,,Vérifié,,,,,,,,,,,,,,,,
MONETIER-LES-BAINS,Commune,210500799,05079,130510,0050178,eau potable,1,1049,1049,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
MOTTE-EN-CHAMPSAUR,Commune,210500906,05090,130531,0050023,eau potable,1,225,225,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,29",105,Sans anomalie apparente,1,39.6,Sans anomalie apparente,1,25,Sans anomalie apparente,1,18.2,Sans anomalie apparente,1,1,Sans anomalie apparente,1
Manteyer,Commune,210500757,05075,130502,0050147,eau potable :,1,429,429,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Molines-en-Queyras,Commune,210500773,05077,130507,0050025,eau potable,1,312,312,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Mont-Dauphin,Commune,210500823,05082,130517,0050097,eau potable,1,156,78,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montbrand,Commune,210500807,05080,130511,0050150,eau potable,1,66,66,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montclus,Commune,210500815,05081,130514,0050151,eau potable,1,61,61,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montgardin,Commune,210500849,05084,130520,0050120,eau potable,1,468,234,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montgenèvre,Commune,210500856,05085,190679,0050024,eau potable,1,557,557,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montjay,Commune,210500864,05086,130521,0050042,eau potable,1,107,107,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montmaur,Commune,210500872,05087,130523,0050152,eau potable,1,538,538,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Montmorin,Commune,210500880,05088,130525,0050153,eau potable,1,95,95,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Montrond,Commune,210500898,05089,130527,0050154,eau potable,1,65,65,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Monêtier-Allemont,Commune,210500781,05078,130509,0050149,eau potable,1,311,311,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Moydans,Commune,210500914,05091,130532,0050048,eau potable,1,54,54,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Méreuil,Commune,210500765,05076,130504,0050148,eau potable,1,81,81,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
NOYER,Commune,210500955,05095,130540,0050026,eau potable,1,286,286,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Neffes,Commune,210500922,05092,130534,0050075,eau potable,1,788,394,,,,,En attente de saisie,,,,,,,,,,,,,,,,
Névache,Commune,210500930,05093,130536,0050027,eau potable,1,372,372,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
ORRES,Commune,210500989,05098,130548,0050114,eau potable :,1,556,556,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Orcières,Commune,210500963,05096,130543,0050049,eau potable,1,723,723,,,,,En cours de saisie,,,,,,,,,,,,,,,,
Orpierre,Commune,210500971,05097,130546,0050155,eau potable,1,372,372,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Oze,Commune,210500997,05099,130549,0050156,eau potable,1,109,109,Régie,Régie à autonomie financière,,,Vérifié,"1,36",,,,94.5,Sans anomalie apparente,1,2.6,Sans anomalie apparente,1,0.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
PIARRE,Commune,210501029,05102,130555,0050157,eau potable,1,89,89,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
POET,Commune,210501037,05103,130557,0050158,eau potable,1,787,787,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Pelleautier,Commune,210501003,05100,130552,0050080,eau potable,1,692,346,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Poligny,Commune,210501045,05104,130561,0050021,eau potable,1,323,323,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Prunières,Commune,210501060,05106,130563,0050087,eau potable,1,309,309,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Puy-Saint-André,Commune,210501078,05107,130565,0050020,eau potable,1,492,492,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Puy-Saint-Eusèbe,Commune,210501086,05108,130567,0050056,eau potable,1,138,138,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Puy-Saint-Pierre,Commune,210501094,05109,130570,0050019,eau potable,1,551,551,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Puy-Saint-Vincent,Commune,210501102,05110,130573,0050122,eau potable,1,288,288,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Puy-Sanières,Commune,210501110,05111,130576,0050055,eau potable,1,256,256,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
ROCHE-DE-RAME,Commune,210501227,05122,130602,0050184,eau potable,1,877,877,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
ROCHE-DES-ARNAUDS,Commune,210501235,05123,130603,0050067,eau potable,1,1518,1518,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
ROCHETTE,Commune,210501243,05124,130605,0050183,eau potable,1,493,493,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Rabou,Commune,210501128,05112,130577,0050159,eau potable,1,83,83,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Rambaud,Commune,210501136,05113,130578,0050084,eau potable,1,388,194,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Remollon,Commune,210501151,05115,130584,0050085,eau potable,1,438,438,,,,,En attente de saisie,,,,,,,,,,,,,,,,
Ribeyret,Commune,210501177,05117,130590,0050044,eau potable,1,106,106,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Risoul,Commune,210501193,05119,130595,0050090,eau potable,1,687,687,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ristolas,Commune,210501201,05120,130597,0050028,eau potable,1,76,76,Régie,Régie à autonomie financière,,,Vérifié,"1,29",15,Sans anomalie apparente,1,,,,,,,,,,3,Sans anomalie apparente,1
Rochebrune,Commune,210501219,05121,130600,0050104,eau potable,1,174,87,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Rosans,Commune,210501268,05126,130608,0050047,eau potable,1,512,512,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Rousset,Commune,210501276,05127,130612,0050105,eau potable,1,168,84,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Réallon,Commune,210501144,05114,130583,0050053,eau potable,1,261,261,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Réotier,Commune,210501169,05116,130587,0050115,eau potable,1,202,202,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SAIX,Commune,210501581,05158,130685,0050169,eau potable,1,106,106,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SALLE LES ALPES,Commune,210501615,05161,130690,0050066,eau potable,1,1016,1016,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SAULCE,Commune,210501623,05162,130692,0050077,eau potable,1,1483,741,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SAUZE-DU-LAC,Commune,210501631,05163,130695,0050050,eau potable,1,148,148,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,21",105,Sans anomalie apparente,1,,Sans anomalie apparente,1,,Sans anomalie apparente,1,,Sans anomalie apparente,1,0,Sans anomalie apparente,1
SPL Eau Service Haute Durance (SPL E.S.H.D),Commune,210500237,05023,130392,0050006,eau potable : SPL Eau Services Haute Durance (ESHD),1,12757,12757,Délégation,Entreprise privée,,31/12/2035,En attente de vérification,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL A VOCATION UNIQUE D'EAU POTABLE DE L'EMBRUNAIS,Syndicat Intercommunal à Vocation Unique,200041838,,215255,0050530,eau potable,2,7103,7103,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL A VOCATION UNIQUE DE CHAUSSETIVES-SERRE PONÇON,Syndicat Intercommunal à Vocation Unique,250501327,,190689,00500183,eau potable,4,1269,991,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL A VOCATION UNIQUE DE JUBEO,Syndicat Intercommunal à Vocation Unique,250500881,,130743,00500211,eau potable,2,407,203,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE D'EYGUIANS-LAGRAND,Syndicat Intercommunal à Vocation Unique,250500246,,130745,0050144,eau potable,1,559,139,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE CHABESTAN LA BATIE-MONTSALEON,Syndicat Intercommunal à Vocation Unique,250200519,,130744,0050129,eau potable,2,371,298,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
