Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut_x,operateur,Date,Statut.1,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,Code Postal,Commune,Département,Région,Statut_y,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région
Sénezergues,Commune,211502265.0,15226,165837,0150105,eau potable,1,196.0,196.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,71",105.0,Sans anomalie apparente,1.0,94.6,Sans anomalie apparente,1.0,0.2,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,15340,SENEZERGUES,CANTAL,AUVERGNE,Commune simple,569.0,1771.0,0.2,"44.7190472251, 2.4072188609","{""type"": ""Polygon"", ""coordinates"": [[[2.42143931503349, 44.68028423319701], [2.414289746381574, 44.6846311174582], [2.412570393772803, 44.69460642862176], [2.388401694653561, 44.71181561083789], [2.383495253601294, 44.711356250160684], [2.38224362673571, 44.728770492643456], [2.38864421375431, 44.74878425706993], [2.402351434981167, 44.752433345566715], [2.410986641149344, 44.744664734723266], [2.410400625435402, 44.731868002713824], [2.428955451565938, 44.72307004996452], [2.429650016588622, 44.7130981205701], [2.434105402161318, 44.71200458863353], [2.436037507732532, 44.705667238351005], [2.433502032069802, 44.69919006058177], [2.420630673653323, 44.69020138084166], [2.42143931503349, 44.68028423319701]]]}",11663,226,11,1,15,83
Thiézac,Commune,211502364.0,15236,165848,0150110,eau potable,1,629.0,629.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,55",95.0,Sans anomalie apparente,1.0,70.4,Sans anomalie apparente,1.0,12.6,Sans anomalie apparente,1.0,4.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,15800,THIEZAC,CANTAL,AUVERGNE,Commune simple,1073.0,4156.0,0.6,"45.0180519173, 2.6624257459","{""type"": ""Polygon"", ""coordinates"": [[[2.674093340725427, 44.987277772241896], [2.6498638279133, 44.98867178612333], [2.637821811403052, 44.994728828130384], [2.627885033511405, 44.99487612139828], [2.610796107528378, 45.00164258568075], [2.609402746679198, 45.00854367183756], [2.608869139840953, 45.01588896983464], [2.616121092260107, 45.0246299906523], [2.627915499293688, 45.030414527274544], [2.639529532566498, 45.0448680256165], [2.671112089055901, 45.05423081992386], [2.680266174033672, 45.05282584132766], [2.689694086012665, 45.04089528279538], [2.68905847098419, 45.02728861725808], [2.7174005087804, 45.026706873580906], [2.724904758584541, 45.01883828771125], [2.70935899331177, 45.005572152181934], [2.692045184513233, 44.99904284504666], [2.674093340725427, 44.987277772241896]]]}",2609,236,23,1,15,83
Valjouze,Commune,211502471.0,15247,165861,0150144,eau potable,1,23.0,23.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,23",15.0,Sans anomalie apparente,0.0,100.0,Présomption d'anomalie,1.0,1.1,Présomption d'anomalie,0.0,1.1,Présomption d'anomalie,0.0,3.0,Sans anomalie apparente,1.0,15170,VALJOUZE,CANTAL,AUVERGNE,Commune simple,921.0,300.0,0.0,"45.1637773707, 3.0607165142","{""type"": ""Polygon"", ""coordinates"": [[[3.0690723388324, 45.15291947374476], [3.064338103231742, 45.152517119019464], [3.053438871316341, 45.158978815544415], [3.048636373338317, 45.168336296054456], [3.05336407129989, 45.173934710697054], [3.070582308228677, 45.16963918057112], [3.0690723388324, 45.15291947374476]]]}",26222,247,8,3,15,83
Vic-sur-Cère,Commune,211502588.0,15258,165874,0150153,eau potable,1,1954.0,1954.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,75",111.0,Sans anomalie apparente,1.0,21.7,Sans anomalie apparente,1.0,24.6,Sans anomalie apparente,1.0,24.6,Sans anomalie apparente,1.0,0.36,Sans anomalie apparente,1.0,15800,VIC-SUR-CERE,CANTAL,AUVERGNE,Chef-lieu canton,899.0,2931.0,2.0,"44.9716667765, 2.62023551236","{""type"": ""Polygon"", ""coordinates"": [[[2.643802493473489, 44.940212393436305], [2.631710668871973, 44.93024194126587], [2.61833751261547, 44.930421920420216], [2.621311753485157, 44.93669865162086], [2.61731298265258, 44.94311359715656], [2.597903039560765, 44.944926871532374], [2.592480080713091, 44.965408667207214], [2.596530013100017, 44.9754086327853], [2.584219571895202, 44.993307938932965], [2.586349519798283, 45.00214866710605], [2.593334761958612, 45.00493859869022], [2.606653479707851, 45.006021909116505], [2.609402746679198, 45.00854367183756], [2.610796107528378, 45.00164258568075], [2.627885033511405, 44.99487612139828], [2.637821811403052, 44.994728828130384], [2.6498638279133, 44.98867178612333], [2.674093340725427, 44.987277772241896], [2.644445197910985, 44.97080910026784], [2.637344423742456, 44.954777517449614], [2.645671295926333, 44.947403310647346], [2.64061950515169, 44.94235403117797], [2.643802493473489, 44.940212393436305]]]}",12931,258,23,1,15,83
Vieillespesse,Commune,211502596.0,15259,165876,0150154,eau potable,1,286.0,286.0,Régie,Régie à autonomie financière,,,Vérifié,,91.0,Sans anomalie apparente,1.0,92.4,Sans anomalie apparente,1.0,0.4,Sans anomalie apparente,1.0,0.3,Sans anomalie apparente,1.0,0.11,Sans anomalie apparente,1.0,15500,VIEILLESPESSE,CANTAL,AUVERGNE,Commune simple,1023.0,2497.0,0.3,"45.116971217, 3.15878002374","{""type"": ""Polygon"", ""coordinates"": [[[3.20501912585232, 45.098349926820305], [3.181578078855455, 45.08702753208338], [3.167522120009475, 45.09603552044866], [3.15851459047975, 45.097966542955504], [3.14172078619184, 45.107875553626585], [3.133175565868718, 45.10755293837172], [3.122506454010487, 45.11275148465649], [3.115968023916796, 45.11773770317739], [3.113190354116606, 45.127672017110335], [3.120498151342432, 45.13674046026992], [3.132254105079241, 45.142651830564816], [3.134818317430945, 45.140244670102625], [3.145919153372374, 45.14291392288637], [3.153124173207968, 45.1396717985702], [3.173412266182181, 45.13024184685082], [3.192458439259009, 45.127779512057586], [3.194227864705848, 45.12452597609316], [3.191179475763105, 45.12201010535418], [3.195357964149617, 45.10943321563365], [3.20501912585232, 45.098349926820305]]]}",8975,259,19,3,15,83
La Rochelle,Commune,211703004.0,17300,83955,0170119,eau potable,1,78026.0,39013.0,Régie,Régie à autonomie financière,,31/12/2040,Confirmé / publié,"1,99",110.0,Sans anomalie apparente,1.0,92.5,Sans anomalie apparente,1.0,3.6,Sans anomalie apparente,1.0,3.0,Sans anomalie apparente,1.0,0.72,Sans anomalie apparente,1.0,17000,LA ROCHELLE,CHARENTE-MARITIME,POITOU-CHARENTES,Préfecture,9.0,3168.0,74.7,"46.1620643972, -1.17465702836","{""type"": ""Polygon"", ""coordinates"": [[[-1.149211354277128, 46.13303482246647], [-1.156877111263626, 46.137317047084615], [-1.171510548330646, 46.13921478279054], [-1.170263460391956, 46.146014682128275], [-1.162063163159175, 46.15010299031856], [-1.163111862750587, 46.15349114236792], [-1.168048087303696, 46.154247812496315], [-1.183066602396851, 46.152793617904656], [-1.206593654439013, 46.146910348985216], [-1.21160782933153, 46.1473285834728], [-1.226103741046897, 46.15040588576593], [-1.230659638721417, 46.15194053092788], [-1.238281779463702, 46.15654385773102], [-1.240460121197868, 46.15970893654278], [-1.239428288446118, 46.16314720482192], [-1.235470121389508, 46.16533296887827], [-1.221723462442236, 46.16901018163526], [-1.215874306299061, 46.182231034260056], [-1.206552395779067, 46.18493029009711], [-1.20124480925855, 46.19088898961845], [-1.18692435026857, 46.18258057031513], [-1.173250939147932, 46.18202877563587], [-1.173183691667775, 46.17194073055368], [-1.168873662016836, 46.170394754657416], [-1.138292466918621, 46.179646921970075], [-1.116498543869793, 46.168951163110115], [-1.120606559410377, 46.16006455882919], [-1.111063856453179, 46.14892274705769], [-1.129756885686017, 46.14889340938492], [-1.136976083473792, 46.14019939872198], [-1.146375992489796, 46.13945057598613], [-1.149211354277128, 46.13303482246647]]]}",27631,300,98,3,17,54
Avord,Commune,211800180.0,18018,141594,0180003,eau potable,1,2703.0,1351.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,34",97.0,Sans anomalie apparente,1.0,70.3,Sans anomalie apparente,1.0,4.9,Sans anomalie apparente,1.0,4.9,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,18520,AVORD,CHER,CENTRE,Commune simple,173.0,2812.0,2.7,"47.0320503423, 2.66580708853","{""type"": ""Polygon"", ""coordinates"": [[[2.663556657145638, 47.01072019950009], [2.66076459292371, 47.017248521874144], [2.632550550054617, 47.02340155239809], [2.623495445799354, 47.01539533616308], [2.613664449909993, 47.01502972947582], [2.605927903771732, 47.01810077010837], [2.607334111066189, 47.027487142000545], [2.59900502159096, 47.03026758786011], [2.608612641205162, 47.04365258130825], [2.618305155014078, 47.041983378242776], [2.63786932293794, 47.04504448815548], [2.652120963567135, 47.04296349584544], [2.668869394071879, 47.050197381442885], [2.696525815626044, 47.05126370483545], [2.719047762155854, 47.04689104480708], [2.716808680742959, 47.034316928953714], [2.72797385781805, 47.024232993850646], [2.723331322551847, 47.01809065827421], [2.694775987264594, 47.020602677343476], [2.682567541797043, 47.014591492762875], [2.663556657145638, 47.01072019950009]]]}",3800,18,4,1,18,24
Baugy,Commune,211800230.0,18023,141599,0180004,eau potable,1,1509.0,754.0,Délégation,Entreprise privée,VEOLIA,31/12/2024,Confirmé / publié,"1,95",100.0,Sans anomalie apparente,1.0,87.2,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,18800,BAUGY,CHER,CENTRE,Chef-lieu canton,174.0,2298.0,1.4,"47.0713406909, 2.71558067108","{""type"": ""Polygon"", ""coordinates"": [[[2.719047762155854, 47.04689104480708], [2.696525815626044, 47.05126370483545], [2.668869394071879, 47.050197381442885], [2.679956195184476, 47.05984415369193], [2.683971532894703, 47.07610609096021], [2.693271001022611, 47.08390992459575], [2.714819157675079, 47.09185188092047], [2.711603825839253, 47.101477285475745], [2.721097805834845, 47.10133851641088], [2.727438626495446, 47.096356889696516], [2.745661978596742, 47.09286017118459], [2.753408110230071, 47.07387122860698], [2.739471886833526, 47.064351246397614], [2.741088157841782, 47.054280227016946], [2.719047762155854, 47.04689104480708]]]}",25855,23,4,1,18,24
Brinay,Commune,211800362.0,18036,141610,0180009,eau potable,1,541.0,541.0,Délégation,Entreprise privée,VEOLIA,31/12/2027,Confirmé / publié,"2,36",82.0,Sans anomalie apparente,1.0,90.2,Sans anomalie apparente,1.0,0.4,Sans anomalie apparente,1.0,0.3,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,18120,BRINAY,CHER,CENTRE,Commune simple,123.0,2958.0,0.5,"47.1640449226, 2.11235689619","{""type"": ""Polygon"", ""coordinates"": [[[2.0951418409332, 47.13552657184996], [2.083957635391885, 47.1492320197363], [2.07417573643361, 47.1501445757909], [2.068878944360679, 47.1557473062605], [2.080518021698404, 47.16595127621096], [2.073950700803815, 47.17474935125387], [2.078505133183, 47.1840592284333], [2.094948826715381, 47.19100446269123], [2.099127547071026, 47.19701527116929], [2.113082899582925, 47.195826474394124], [2.121406786863919, 47.19326093178264], [2.126907949465312, 47.18390303234952], [2.151454686896301, 47.16734823266039], [2.152331148574042, 47.16115131207526], [2.159603191594861, 47.15700874407881], [2.159204124577986, 47.15044234996854], [2.152645444212628, 47.145370593789046], [2.130082072436088, 47.13866665134605], [2.122268976234111, 47.142821295659466], [2.109892896474023, 47.13712657017301], [2.0951418409332, 47.13552657184996]]]}",24603,36,19,3,18,24
Brécy,Commune,211800354.0,18035,141608,0180008,eau potable,1,947.0,473.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,85",100.0,Sans anomalie apparente,1.0,61.5,Sans anomalie apparente,1.0,3.2,Sans anomalie apparente,1.0,3.2,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,18220,BRECY,CHER,CENTRE,Commune simple,177.0,4006.0,0.8,"47.1299888038, 2.63016565896","{""type"": ""Polygon"", ""coordinates"": [[[2.64451271910777, 47.09627572996787], [2.638528280500963, 47.09218772972083], [2.626326114089008, 47.09524604092603], [2.603221733687527, 47.10331696489538], [2.575988931783336, 47.118975890872875], [2.576177064359709, 47.1252427707107], [2.588956889576377, 47.13072676703095], [2.597573749200342, 47.139255977283796], [2.590917047612372, 47.15578025234954], [2.600882299424495, 47.15572500980293], [2.627825465109415, 47.16452966683398], [2.637665377419638, 47.165677248046926], [2.640811569671695, 47.16304017773844], [2.65298756170728, 47.15195862305171], [2.683346090638047, 47.14897563302764], [2.687436248830016, 47.14684403584596], [2.685642088981739, 47.13996987296671], [2.686483037461097, 47.133769059511344], [2.676574223941332, 47.13391284538259], [2.673132613016775, 47.13144533902498], [2.661271737814944, 47.112693778331234], [2.64451271910777, 47.09627572996787]]]}",12652,35,1,1,18,24
Bué,Commune,211800396.0,18039,141612,0180010,eau potable,1,341.0,170.0,Délégation,Entreprise privée,SAUR,31/12/2019,En cours de saisie,"1,41",101.0,Sans anomalie apparente,1.0,56.9,Sans anomalie apparente,1.0,,,,,,,0.0,Sans anomalie apparente,1.0,18300,BUE,CHER,CENTRE,Commune simple,267.0,632.0,0.3,"47.3103309784, 2.79357015319","{""type"": ""Polygon"", ""coordinates"": [[[2.795693367922081, 47.28715916759159], [2.795958525079528, 47.29049955031442], [2.784646751858117, 47.29682584222628], [2.785242305777702, 47.306738615241514], [2.777144854338017, 47.32524123646469], [2.781008282290208, 47.32913759271071], [2.806349256818597, 47.318739901743214], [2.809414890706997, 47.309148445325135], [2.795693367922081, 47.28715916759159]]]}",13834,39,25,1,18,24
Chârost,Commune,211800552.0,18055,141619,0180014,eau potable,1,1024.0,512.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,8",15.0,Sans anomalie apparente,1.0,45.4,Sans anomalie apparente,1.0,11.0,Sans anomalie apparente,1.0,10.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,18290,CHAROST,CHER,CENTRE,Chef-lieu canton,144.0,1088.0,1.0,"46.9913097017, 2.1285312337","{""type"": ""Polygon"", ""coordinates"": [[[2.140475467913925, 46.977640235752474], [2.094592292308773, 46.98056673330393], [2.094824632627728, 46.98947353888195], [2.108855909273039, 46.99719111950124], [2.131662284860163, 47.002137055597814], [2.146411217618625, 47.01079177456491], [2.156537956106134, 47.003798161566586], [2.154780761343737, 46.99076564521145], [2.140475467913925, 46.977640235752474]]]}",894,55,8,1,18,24
Dun-sur-Auron,Commune,211800875.0,18087,141634,0180019,eau potable,1,4011.0,2005.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",90.0,Sans anomalie apparente,1.0,88.7,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,1.0,Sans anomalie apparente,1.0,0.13,Sans anomalie apparente,1.0,18130,DUN-SUR-AURON,CHER,CENTRE,Chef-lieu canton,169.0,4991.0,4.0,"46.8920491203, 2.56065525402","{""type"": ""Polygon"", ""coordinates"": [[[2.608816890806359, 46.83736129419646], [2.599968272507712, 46.83983396715718], [2.596494806764998, 46.837570854288465], [2.596353799075278, 46.844170244999006], [2.58041217954593, 46.857430025015994], [2.54877340945234, 46.873859524913954], [2.516484459970525, 46.86534581863195], [2.488467541365265, 46.8850423730257], [2.49605495211543, 46.89244099792568], [2.491801562746771, 46.900606822567916], [2.500651459548433, 46.90388690595599], [2.535852610535542, 46.90308869880642], [2.543780480987198, 46.91948024969567], [2.55759019225025, 46.92928514692648], [2.567609032776667, 46.93046663879724], [2.571105704401644, 46.9370344040233], [2.602009597314478, 46.945995845457375], [2.608540586469255, 46.937356676096584], [2.595709835503508, 46.9322253064588], [2.596928604827161, 46.92212740840049], [2.586849658896555, 46.910008686538944], [2.587073526504232, 46.90649801889186], [2.594884777256902, 46.88619517735901], [2.61378850084158, 46.87434805640151], [2.618975832263764, 46.86113867355863], [2.612702837549558, 46.86643002303296], [2.607717409963055, 46.86598996224303], [2.60190337999709, 46.8604146125829], [2.609790888478524, 46.844225595001134], [2.608816890806359, 46.83736129419646]]]}",1686,87,12,2,18,24
Foëcy,Commune,211800966.0,18096,141639,0180020,eau potable,1,2099.0,2099.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,94",110.0,Sans anomalie apparente,1.0,95.0,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,0.51,Sans anomalie apparente,1.0,18500,FOECY,CHER,CENTRE,Commune simple,112.0,1628.0,2.1,"47.1803415795, 2.15455136481","{""type"": ""Polygon"", ""coordinates"": [[[2.177943675038938, 47.15311592382756], [2.159603191594861, 47.15700874407881], [2.152331148574042, 47.16115131207526], [2.151454686896301, 47.16734823266039], [2.126907949465312, 47.18390303234952], [2.121406786863919, 47.19326093178264], [2.113082899582925, 47.195826474394124], [2.119404821576885, 47.20502207240077], [2.124264351568586, 47.20596823702475], [2.13436996956152, 47.20521587552764], [2.160952285698181, 47.19495863562687], [2.180027740428134, 47.18354402320101], [2.182034226179619, 47.17664367098432], [2.179700260781818, 47.17383612985851], [2.193023444358247, 47.160559787860926], [2.177943675038938, 47.15311592382756]]]}",284,96,20,3,18,24
Henrichemont,Commune,211801097.0,18109,141648,0180023,eau potable,1,1836.0,612.0,Délégation,Entreprise privée,SUEZ,31/12/2020,Confirmé / publié,"2,68",105.0,Sans anomalie apparente,1.0,73.7,Sans anomalie apparente,1.0,5.3,Sans anomalie apparente,1.0,2.9,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,18250,HENRICHEMONT,CHER,CENTRE,Chef-lieu canton,289.0,2586.0,1.8,"47.2982614047, 2.53601083137","{""type"": ""Polygon"", ""coordinates"": [[[2.517388570651816, 47.27210229933886], [2.500989967486159, 47.280324378037776], [2.491858508214738, 47.29606635501563], [2.482233638797203, 47.293782167952195], [2.481707606163875, 47.294815120565936], [2.494675146382975, 47.30049892323382], [2.518820792800819, 47.3233959083192], [2.527743293202885, 47.326529384449934], [2.547026506813656, 47.32122272952431], [2.570859017409713, 47.30275012447668], [2.58009670711896, 47.29937195206403], [2.592755099935412, 47.29147681848968], [2.592930659089736, 47.28751630946415], [2.579704435659237, 47.28354403664233], [2.554469947523242, 47.28416109852534], [2.55165140360274, 47.27788442372594], [2.546724777064251, 47.27698302398219], [2.528459505975251, 47.28267191423407], [2.523640497371129, 47.28156291311123], [2.517388570651816, 47.27210229933886]]]}",25317,109,15,1,18,24
